,name,name_eng,description_short,description,founded_date,product,homepage,employee_cnt,revenue,ceo_name,email,tel,fax,address1,address2,post_code,facebook,youtube,logo,hash_tag,nation_id,industry_id,is_active,created_at,updated_at
5511,Garrett Motion Inc.,Garrett Motion Inc.,"Garrett Motion Inc., together with its subsidiaries, designs, manufactures, and sells turbocharger and electric-boosting technologies for light and commercial vehicle original equipment manufacturers worldwide. The company offers light vehicle gasoline and diesel, and commercial vehicle turbochargers; and provides automotive software solutions. It offers its products in the aftermarket through distributors. Garrett Motion Inc. was incorporated in 2018 and is headquartered in Rolle, Switzerland.","Garrett Motion Inc., together with its subsidiaries, designs, manufactures, and sells turbocharger and electric-boosting technologies for light and commercial vehicle original equipment manufacturers worldwide. The company offers light vehicle gasoline and diesel, and commercial vehicle turbochargers; and provides automotive software solutions. It offers its products in the aftermarket through distributors. Garrett Motion Inc. was incorporated in 2018 and is headquartered in Rolle, Switzerland.",2021-05-28,Auto Parts,https://www.garrettmotion.com,6500,3633000000,NA,NA,41 21 695 30 00,NA,La Pièce 16,"Rolle, , CH",1180,https://www.garrettmotion.com,https://www.garrettmotion.com,https://financialmodelingprep.com/image-stock/GTXAP.png,"#Garrett Motion Inc., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
5587,LKQ Corporation,LKQ Corporation,"LKQ Corporation distributes replacement parts, components, and systems used in the repair and maintenance of vehicles. It operates through three segments: North America, Europe, and Specialty. The company distributes bumper covers, automotive body panels, and lights, as well as automotive glass products, such as windshields; salvage products, including mechanical and collision parts comprising engines; transmissions; door assemblies; sheet metal products, such as trunk lids, fenders, and hoods; lights and bumper assemblies; scrap metal and other materials to metals recyclers; and brake pads, discs and sensors, clutches, steering and suspension products, filters, and oil and automotive fluids, as well as electrical products, including spark plugs and batteries. In addition, the company distributes recreational vehicle appliances and air conditioners, towing hitches, truck bed covers, vehicle protection products, cargo management products, wheels, tires, and suspension products. It serves collision and mechanical repair shops, and new and used car dealerships, as well as retail customers. The company operates in the United States, Canada, the United Kingdom, Germany, Belgium, the Netherlands, Luxembourg, Italy, the Czech Republic, Austria, Poland, Slovakia, Taiwan, and other European countries. LKQ Corporation was incorporated in 1998 and is headquartered in Chicago, Illinois.","LKQ Corporation distributes replacement parts, components, and systems used in the repair and maintenance of vehicles. It operates through three segments: North America, Europe, and Specialty. The company distributes bumper covers, automotive body panels, and lights, as well as automotive glass products, such as windshields; salvage products, including mechanical and collision parts comprising engines; transmissions; door assemblies; sheet metal products, such as trunk lids, fenders, and hoods; lights and bumper assemblies; scrap metal and other materials to metals recyclers; and brake pads, discs and sensors, clutches, steering and suspension products, filters, and oil and automotive fluids, as well as electrical products, including spark plugs and batteries. In addition, the company distributes recreational vehicle appliances and air conditioners, towing hitches, truck bed covers, vehicle protection products, cargo management products, wheels, tires, and suspension products. It serves collision and mechanical repair shops, and new and used car dealerships, as well as retail customers. The company operates in the United States, Canada, the United Kingdom, Germany, Belgium, the Netherlands, Luxembourg, Italy, the Czech Republic, Austria, Poland, Slovakia, Taiwan, and other European countries. LKQ Corporation was incorporated in 1998 and is headquartered in Chicago, Illinois.",2003-10-03,Auto Parts,https://www.lkqcorp.com,46000,13088504000,Mr. Dominick Zarcone,NA,13126211950,NA,500 W Madison St Ste 2800,"Chicago, ILLINOIS, US",60661,https://www.lkqcorp.com,https://www.lkqcorp.com,https://financialmodelingprep.com/image-stock/LKQ.png,"#LKQ Corporation, #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
5608,"Meritor, Inc.","Meritor, Inc.","Meritor, Inc. designs, develops, manufactures, markets, distributes, sells, services, and supports integrated systems, modules, and components in North America, South America, Europe, and the Asia Pacific. It operates through two segments, Commercial Truck, and Aftermarket and Industrial. The company offers axles, including front steer and rear drive axles for medium- and heavy-duty commercial vehicles; heavy-duty trailer axles; suspension modules and brake products comprising drum and disc brakes; universal joints and driveline components; trailer air suspension systems and products; transfer cases and drivelines; and advanced suspension modules for use in light-, medium- and heavy-duty military tactical wheeled vehicles. It also provides air brakes, such as cam drum, wedge drum, and air disc brakes, as well as wheel-end components, including hubs, drums, and rotors to medium- and heavy-duty commercial vehicle manufacturers; and electric drive systems comprising electric motors and inverters, power electronics, battery pack, electrified accessories, and related software and controls for terminal tractors and medium and heavy-duty trucks and buses. In addition, the company sells other complementary products, including third-party and private label items, which include brake shoes and friction materials; automatic slack adjusters; yokes and shafts; wheel-end hubs and drums; ABS and stability control systems; shock absorbers and air springs; and air brakes. Meritor, Inc. sells its products under the Meritor, Euclid, Trucktechnic, US Gear, AxleTech, and Mach brands primarily to original equipment manufacturers, their parts marketing operations, and their dealers, as well as other independent distributors and service garages in the aftermarket industry. The company was formerly known as ArvinMeritor, Inc. and changed its name to Meritor, Inc. in March 2011. Meritor, Inc. was founded in 1909 and is headquartered in Troy, Michigan.","Meritor, Inc. designs, develops, manufactures, markets, distributes, sells, services, and supports integrated systems, modules, and components in North America, South America, Europe, and the Asia Pacific. It operates through two segments, Commercial Truck, and Aftermarket and Industrial. The company offers axles, including front steer and rear drive axles for medium- and heavy-duty commercial vehicles; heavy-duty trailer axles; suspension modules and brake products comprising drum and disc brakes; universal joints and driveline components; trailer air suspension systems and products; transfer cases and drivelines; and advanced suspension modules for use in light-, medium- and heavy-duty military tactical wheeled vehicles. It also provides air brakes, such as cam drum, wedge drum, and air disc brakes, as well as wheel-end components, including hubs, drums, and rotors to medium- and heavy-duty commercial vehicle manufacturers; and electric drive systems comprising electric motors and inverters, power electronics, battery pack, electrified accessories, and related software and controls for terminal tractors and medium and heavy-duty trucks and buses. In addition, the company sells other complementary products, including third-party and private label items, which include brake shoes and friction materials; automatic slack adjusters; yokes and shafts; wheel-end hubs and drums; ABS and stability control systems; shock absorbers and air springs; and air brakes. Meritor, Inc. sells its products under the Meritor, Euclid, Trucktechnic, US Gear, AxleTech, and Mach brands primarily to original equipment manufacturers, their parts marketing operations, and their dealers, as well as other independent distributors and service garages in the aftermarket industry. The company was formerly known as ArvinMeritor, Inc. and changed its name to Meritor, Inc. in March 2011. Meritor, Inc. was founded in 1909 and is headquartered in Troy, Michigan.",1997-09-15,Auto Parts,https://www.meritor.com,9600,3833000000,Mr. Jeffrey Craig,NA,12484351000,NA,2135 W Maple Rd,"Troy, MICHIGAN, US",48084-7186,https://www.meritor.com,https://www.meritor.com,https://financialmodelingprep.com/image-stock/MTOR.png,"#Meritor, Inc., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
5639,Strattec Security Corporation,Strattec Security Corporation,"Strattec Security Corporation designs, develops, manufactures, and markets automotive access control products under the VAST Automotive Group brand primarily in North America. The company offers mechanical and electronically enhanced locks and keys, passive entry passive start systems, steering column and instrument panel ignition lock housings, latches, power sliding side door systems, power tailgate and lift gate systems, power deck lid systems, door handles, and related products. It also provides full service and aftermarket support services for its products. The company markets its products to automotive and light truck original equipment manufacturers, as well as other transportation-related manufacturers; and through wholesale distributors, other marketers, and users of component parts, as well as certain products to non-automotive commercial customers. It also exports its products to Europe, South America, Korea, China, and India. Strattec Security Corporation was founded in 1908 and is headquartered in Milwaukee, Wisconsin.","Strattec Security Corporation designs, develops, manufactures, and markets automotive access control products under the VAST Automotive Group brand primarily in North America. The company offers mechanical and electronically enhanced locks and keys, passive entry passive start systems, steering column and instrument panel ignition lock housings, latches, power sliding side door systems, power tailgate and lift gate systems, power deck lid systems, door handles, and related products. It also provides full service and aftermarket support services for its products. The company markets its products to automotive and light truck original equipment manufacturers, as well as other transportation-related manufacturers; and through wholesale distributors, other marketers, and users of component parts, as well as certain products to non-automotive commercial customers. It also exports its products to Europe, South America, Korea, China, and India. Strattec Security Corporation was founded in 1908 and is headquartered in Milwaukee, Wisconsin.",1995-02-23,Auto Parts,https://www.strattec.com,3752,485295000,Mr. Frank Krejci,NA,14142473333,NA,3333 W Good Hope Rd,"Milwaukee, WISCONSIN, US",53209,https://www.strattec.com,https://www.strattec.com,https://financialmodelingprep.com/image-stock/STRT.png,"#Strattec Security Corporation, #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
6140,JTEKT Corporation,JTEKT Corporation,"JTEKT Corporation manufactures and sells steering systems, driveline components, bearings, machine tools, electronic control devices, home accessory equipment, etc. It offers steering systems, such as electric power steering, hydraulic power steering, and unit components; driveline components, including driveshaft, propeller shaft, couplings, and Torsen limited slip differential products; wheels, such as hub units; engine and peripheral parts that include damper pulley; and transmission products, such as electric pump for idle-stop system and solenoid valves. The company also provides sensor systems comprising peripherals for social infrastructures; products for the research and development field, including semiconductor transducers, load cells, DC amplifiers, and pressure transducer for welding guns and indicators; medical equipment, such as pressure sensors for dialyzers; and heat-resistant lithium-ion capacitors. In addition, it offers ball and roller bearings; and oil seals. Further, the company provides machine tools, such as grinders, machining and gear skiving centers, cutting machines, and others. It offers its products under the JTEKT, KOYO, and TOYODA brands. The company operates in Japan, Europe, North America, the rest of Asia, Oceania, South America, and internationally. JTEKT Corporation was founded in 1921 and is headquartered in Aichi, Japan.","JTEKT Corporation manufactures and sells steering systems, driveline components, bearings, machine tools, electronic control devices, home accessory equipment, etc. It offers steering systems, such as electric power steering, hydraulic power steering, and unit components; driveline components, including driveshaft, propeller shaft, couplings, and Torsen limited slip differential products; wheels, such as hub units; engine and peripheral parts that include damper pulley; and transmission products, such as electric pump for idle-stop system and solenoid valves. The company also provides sensor systems comprising peripherals for social infrastructures; products for the research and development field, including semiconductor transducers, load cells, DC amplifiers, and pressure transducer for welding guns and indicators; medical equipment, such as pressure sensors for dialyzers; and heat-resistant lithium-ion capacitors. In addition, it offers ball and roller bearings; and oil seals. Further, the company provides machine tools, such as grinders, machining and gear skiving centers, cutting machines, and others. It offers its products under the JTEKT, KOYO, and TOYODA brands. The company operates in Japan, Europe, North America, the rest of Asia, Oceania, South America, and internationally. JTEKT Corporation was founded in 1921 and is headquartered in Aichi, Japan.",2012-01-17,Auto Parts,https://www.jtekt.co.jp,48332,1.25E+12,NA,NA,81 5 6625 7211,NA,"1-1, Asahi-machi","Aichi, , JP",542-8502,https://www.jtekt.co.jp,https://www.jtekt.co.jp,https://financialmodelingprep.com/image-stock/JTEKF.png,"#JTEKT Corporation, #Auto Parts, #Consumer Cyclical",10,1,FALSE,2022-05-23 17:49,2022-05-23 17:49
6313,Foresight Autonomous Holdings Ltd.,Foresight Autonomous Holdings Ltd.,"Foresight Autonomous Holdings Ltd., a technology company, engages in the design, development, and commercialization of sensor systems for the automotive industry in Israel and China. It develops in-line-of-sight vision systems and beyond-line-of-site cellular-based applications. The company offers QuadSight system, a quad-camera multi-spectral vision system for the semi-autonomous and autonomous vehicle market; V2X (vehicle-to-everything), an accident prevention solution based on real-time multi-agents positioning algorithms that enables communication between vehicles, infrastructure, grid, home, and network; and Eye-Net Protect, a cellular-based V2X solution that provides real-time pre-collision alerts to vulnerable road users, such as pedestrians, cyclists, scooter drivers, etc. by using smartphones. It has a strategic cooperation agreement with FLIR Systems, Inc. to develop, market, and distribute QuadSight vision system. The company was formerly known as Asia Development (A.D.B.M.) Ltd. and changed its name to Foresight Autonomous Holdings Ltd. in 2016. Foresight Autonomous Holdings Ltd. was incorporated in 1977 and is headquartered in Ness Ziona, Israel.","Foresight Autonomous Holdings Ltd., a technology company, engages in the design, development, and commercialization of sensor systems for the automotive industry in Israel and China. It develops in-line-of-sight vision systems and beyond-line-of-site cellular-based applications. The company offers QuadSight system, a quad-camera multi-spectral vision system for the semi-autonomous and autonomous vehicle market; V2X (vehicle-to-everything), an accident prevention solution based on real-time multi-agents positioning algorithms that enables communication between vehicles, infrastructure, grid, home, and network; and Eye-Net Protect, a cellular-based V2X solution that provides real-time pre-collision alerts to vulnerable road users, such as pedestrians, cyclists, scooter drivers, etc. by using smartphones. It has a strategic cooperation agreement with FLIR Systems, Inc. to develop, market, and distribute QuadSight vision system. The company was formerly known as Asia Development (A.D.B.M.) Ltd. and changed its name to Foresight Autonomous Holdings Ltd. in 2016. Foresight Autonomous Holdings Ltd. was incorporated in 1977 and is headquartered in Ness Ziona, Israel.",2017-06-15,Auto Parts,https://www.foresightauto.com,68,120000,Mr. Haim Siboni,NA,972 7 770 9030,NA,Weizmann Science Park,NA,7403650,https://www.foresightauto.com,https://www.foresightauto.com,https://financialmodelingprep.com/image-stock/FRSX.png,"#Foresight Autonomous Holdings Ltd., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
6438,"Cang Bao Tian Xia International Art Trade Center, Inc.","Cang Bao Tian Xia International Art Trade Center, Inc.","Cang Bao Tian Xia International Art Trade Center, Inc. operates a cultural service platform in China. It operates a platform for art investment and creating a model of online art exchanges and transactions, which allow collectors, artists, art dealers, and owners to access art trading market. The company also operates an online platform that enables its customers to buy, sell, store, and invest in various artworks, primarily antiques and modern paintings. The company was formerly known as Zhongchai Machinery, Inc. and changed its name to Cang Bao Tian Xia International Art Trade Center, Inc. in January 2019. Cang Bao Tian Xia International Art Trade Center, Inc. was founded in 1997 and is based in Haikou, China.","Cang Bao Tian Xia International Art Trade Center, Inc. operates a cultural service platform in China. It operates a platform for art investment and creating a model of online art exchanges and transactions, which allow collectors, artists, art dealers, and owners to access art trading market. The company also operates an online platform that enables its customers to buy, sell, store, and invest in various artworks, primarily antiques and modern paintings. The company was formerly known as Zhongchai Machinery, Inc. and changed its name to Cang Bao Tian Xia International Art Trade Center, Inc. in January 2019. Cang Bao Tian Xia International Art Trade Center, Inc. was founded in 1997 and is based in Haikou, China.",2004-11-08,Auto Parts,https://www.txcb.com,33,1303486,NA,NA,86 898 6618 6181,NA,Shengda Plaza,"Haikou, , CN",570203,https://www.txcb.com,https://www.txcb.com,https://financialmodelingprep.com/image-stock/TXCB.png,"#Cang Bao Tian Xia International Art Trade Center, Inc., #Auto Parts, #Consumer Cyclical",10,1,FALSE,2022-05-23 17:49,2022-05-23 17:49
6492,"AEye, Inc.","AEye, Inc.","AEye, Inc. provides lidar systems for vehicle autonomy, advanced driver-assistance systems, and robotic vision applications in the United States, Europe, and Asia. It offers 4Sight A, a software-configurable lidar solution for automotive markets, including 4Sight at Design, Triggered 4Sight, or Responsive 4Sight software levels; and 4Sight M, a software-configurable lidar solution for the mobility and industrial markets, including 4Sight at Design, Triggered 4Sight, Responsive 4Sight, and Predictive 4Sight software levels. The company was formerly known as US LADAR, Inc. and changed its name to AEye, Inc. in March 2016. The company was founded in 2013 and is headquartered in Dublin, California.","AEye, Inc. provides lidar systems for vehicle autonomy, advanced driver-assistance systems, and robotic vision applications in the United States, Europe, and Asia. It offers 4Sight A, a software-configurable lidar solution for automotive markets, including 4Sight at Design, Triggered 4Sight, or Responsive 4Sight software levels; and 4Sight M, a software-configurable lidar solution for the mobility and industrial markets, including 4Sight at Design, Triggered 4Sight, Responsive 4Sight, and Predictive 4Sight software levels. The company was formerly known as US LADAR, Inc. and changed its name to AEye, Inc. in March 2016. The company was founded in 2013 and is headquartered in Dublin, California.",2021-01-11,Auto Parts,https://www.aeye.ai,100,3007000,NA,NA,925 400 4366,NA,1 Park Place,"Dublin, CA, US",94568,https://www.aeye.ai,https://www.aeye.ai,https://financialmodelingprep.com/image-stock/LIDR.png,"#AEye, Inc., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
6495,Valeo SE,Valeo SE,"Valeo SE designs, produces, and sells components, systems, and services for automakers in France, other European countries, Africa, North America, South America, and Asia. The company operates through four segments: Comfort & Driving Assistance Systems, Powertrain Systems, Thermal Systems, and Visibility Systems. It offers parking and driving assistance products, such as ultrasonic sensors, radars, and cameras to detect obstacles around vehicles; intuitive control products; and a range of connectivity solutions from short-range to long-range connectivity, as well as develops systems that enable the integration of applications, such as car sharing services and remote parking systems. The company also provides powertrain systems, including electric powertrain systems for electric cars; torque converters, dual dry and wet clutches, and actuators that enable the automation of transmissions to reduce fuel consumption and enhance driving comfort; and clean engines for vehicles. In addition, it designs and manufactures systems, modules, and components to optimize thermal management of vehicles and passenger comfort in the cabin, including heating ventilation and air conditioning systems. Further, the company designs and produces lighting and wiper systems for drivers in various weather conditions. Additionally, it offers original equipment spares to auto manufacturers; and replacement parts and accessories to independent aftermarket for passenger cars and commercial vehicles. The company was incorporated in 1923 and is headquartered in Paris, France.","Valeo SE designs, produces, and sells components, systems, and services for automakers in France, other European countries, Africa, North America, South America, and Asia. The company operates through four segments: Comfort & Driving Assistance Systems, Powertrain Systems, Thermal Systems, and Visibility Systems. It offers parking and driving assistance products, such as ultrasonic sensors, radars, and cameras to detect obstacles around vehicles; intuitive control products; and a range of connectivity solutions from short-range to long-range connectivity, as well as develops systems that enable the integration of applications, such as car sharing services and remote parking systems. The company also provides powertrain systems, including electric powertrain systems for electric cars; torque converters, dual dry and wet clutches, and actuators that enable the automation of transmissions to reduce fuel consumption and enhance driving comfort; and clean engines for vehicles. In addition, it designs and manufactures systems, modules, and components to optimize thermal management of vehicles and passenger comfort in the cabin, including heating ventilation and air conditioning systems. Further, the company designs and produces lighting and wiper systems for drivers in various weather conditions. Additionally, it offers original equipment spares to auto manufacturers; and replacement parts and accessories to independent aftermarket for passenger cars and commercial vehicles. The company was incorporated in 1923 and is headquartered in Paris, France.",1994-07-01,Auto Parts,https://www.valeo.com,103300,17262000000,NA,NA,33 1 40 55 20 20,NA,"43, Rue Bayen","Paris, , FR",75017,https://www.valeo.com,https://www.valeo.com,https://financialmodelingprep.com/image-stock/VLEEY.png,"#Valeo SE, #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
6539,JTEKT Corporation,JTEKT Corporation,"JTEKT Corporation manufactures and sells steering systems, driveline components, bearings, machine tools, electronic control devices, home accessory equipment, etc. It offers steering systems, such as electric power steering, hydraulic power steering, and unit components; driveline components, including driveshaft, propeller shaft, couplings, and Torsen limited slip differential products; wheels, such as hub units; engine and peripheral parts that include damper pulley; and transmission products, such as electric pump for idle-stop system and solenoid valves. The company also provides sensor systems comprising peripherals for social infrastructures; products for the research and development field, including semiconductor transducers, load cells, DC amplifiers, and pressure transducer for welding guns and indicators; medical equipment, such as pressure sensors for dialyzers; and heat-resistant lithium-ion capacitors. In addition, it offers ball and roller bearings; and oil seals. Further, the company provides machine tools, such as grinders, machining and gear skiving centers, cutting machines, and others. It offers its products under the JTEKT, KOYO, and TOYODA brands. The company operates in Japan, Europe, North America, the rest of Asia, Oceania, South America, and internationally. JTEKT Corporation was founded in 1921 and is headquartered in Aichi, Japan.","JTEKT Corporation manufactures and sells steering systems, driveline components, bearings, machine tools, electronic control devices, home accessory equipment, etc. It offers steering systems, such as electric power steering, hydraulic power steering, and unit components; driveline components, including driveshaft, propeller shaft, couplings, and Torsen limited slip differential products; wheels, such as hub units; engine and peripheral parts that include damper pulley; and transmission products, such as electric pump for idle-stop system and solenoid valves. The company also provides sensor systems comprising peripherals for social infrastructures; products for the research and development field, including semiconductor transducers, load cells, DC amplifiers, and pressure transducer for welding guns and indicators; medical equipment, such as pressure sensors for dialyzers; and heat-resistant lithium-ion capacitors. In addition, it offers ball and roller bearings; and oil seals. Further, the company provides machine tools, such as grinders, machining and gear skiving centers, cutting machines, and others. It offers its products under the JTEKT, KOYO, and TOYODA brands. The company operates in Japan, Europe, North America, the rest of Asia, Oceania, South America, and internationally. JTEKT Corporation was founded in 1921 and is headquartered in Aichi, Japan.",2014-05-29,Auto Parts,https://www.jtekt.co.jp,48332,1.25E+12,NA,NA,81 5 6625 7211,NA,"1-1, Asahi-machi","Aichi, , JP",542-8502,https://www.jtekt.co.jp,https://www.jtekt.co.jp,https://financialmodelingprep.com/image-stock/JTEKY.png,"#JTEKT Corporation, #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
6947,Nokian Renkaat Oyj,Nokian Renkaat Oyj,"Nokian Renkaat Oyj develops and manufactures tires in Finland, Nordics, Russia, the rest of Europe, Asia, the Americas, and internationally. It operates through Passenger Car Tyres, Heavy Tyres, and Vianor segments. The Passenger Car Tyres segment develops and produces summer and winter tires for cars and vans. The Heavy Tyres segment offers tires for forestry machinery; and special tires for agricultural machinery, tractors, and industrial machinery, as well as retreading materials and truck tires. The Vianor segment sells car and van tires, as well as truck tires under the Nokian brand, and other tire brands; and other automotive products and services. The company offers its products through its own Vianor service centers and service centers run by partners, the Nokian Tyres Authorized Dealer (NAD) partners, the N-Tyre retailers, and other tire and vehicle retailers, as well as online stores. As of December 31, 2021, it operated 1,047 Vianor service centers; 2,282 NAD stores; and 110 N-Tyre stores. Nokian Renkaat Oyj was founded in 1898 and is headquartered in Nokia, Finland.","Nokian Renkaat Oyj develops and manufactures tires in Finland, Nordics, Russia, the rest of Europe, Asia, the Americas, and internationally. It operates through Passenger Car Tyres, Heavy Tyres, and Vianor segments. The Passenger Car Tyres segment develops and produces summer and winter tires for cars and vans. The Heavy Tyres segment offers tires for forestry machinery; and special tires for agricultural machinery, tractors, and industrial machinery, as well as retreading materials and truck tires. The Vianor segment sells car and van tires, as well as truck tires under the Nokian brand, and other tire brands; and other automotive products and services. The company offers its products through its own Vianor service centers and service centers run by partners, the Nokian Tyres Authorized Dealer (NAD) partners, the N-Tyre retailers, and other tire and vehicle retailers, as well as online stores. As of December 31, 2021, it operated 1,047 Vianor service centers; 2,282 NAD stores; and 110 N-Tyre stores. Nokian Renkaat Oyj was founded in 1898 and is headquartered in Nokia, Finland.",2012-04-18,Auto Parts,https://www.nokiantyres.com,5293,1714100000,NA,NA,358 1040 17000,NA,Pirkkalaistie 7,"Nokia, , FI",37101,https://www.nokiantyres.com,https://www.nokiantyres.com,https://financialmodelingprep.com/image-stock/NKRKY.png,"#Nokian Renkaat Oyj, #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
7065,"Unique Fabricating, Inc.","Unique Fabricating, Inc.","Unique Fabricating, Inc. engineers and manufactures multi-material foam, rubber, and plastic components utilized in noise, vibration, harshness, acoustical management, water and air sealing, decorative, and other functional applications. The company offers die cut products comprising noise, vibration, and harshness (NVH) pads for lining internal panels; buzz, squeak, and rattle felts and flocks; foam blocks; and gaskets, seals, insulation, and attachment tapes. In addition, it offers thermoformed molded products, including TwinShape foam air ducts; heating, ventilation, and air conditioning (HVAC) evaporator liners; and console bin mats, fender insulators, and molded seat undercovers. Further, the company provides fusion molded products comprising exterior mirror seals, cowl-to-hood seals, and cowl-to-fender seals, as well as other NVH management and sealing applications, such as fillers, spacers, and gaskets; and reaction injection molded products, including rigid foam, integral-skin, viscoelastic, energy absorbing, and high resilience. Unique Fabricating, Inc. sells its products to transportation, appliance, medical, and consumer off-road markets in North America. The company was founded in 1975 and is headquartered in Auburn Hills, Michigan.","Unique Fabricating, Inc. engineers and manufactures multi-material foam, rubber, and plastic components utilized in noise, vibration, harshness, acoustical management, water and air sealing, decorative, and other functional applications. The company offers die cut products comprising noise, vibration, and harshness (NVH) pads for lining internal panels; buzz, squeak, and rattle felts and flocks; foam blocks; and gaskets, seals, insulation, and attachment tapes. In addition, it offers thermoformed molded products, including TwinShape foam air ducts; heating, ventilation, and air conditioning (HVAC) evaporator liners; and console bin mats, fender insulators, and molded seat undercovers. Further, the company provides fusion molded products comprising exterior mirror seals, cowl-to-hood seals, and cowl-to-fender seals, as well as other NVH management and sealing applications, such as fillers, spacers, and gaskets; and reaction injection molded products, including rigid foam, integral-skin, viscoelastic, energy absorbing, and high resilience. Unique Fabricating, Inc. sells its products to transportation, appliance, medical, and consumer off-road markets in North America. The company was founded in 1975 and is headquartered in Auburn Hills, Michigan.",2015-07-01,Auto Parts,https://www.uniquefab.com,915,125669000,Mr. Byrd Cain,NA,12488532333,NA,800 Standard Pkwy,"Auburn Hills, MICHIGAN, US",48326,https://www.uniquefab.com,https://www.uniquefab.com,https://financialmodelingprep.com/image-stock/UFAB.png,"#Unique Fabricating, Inc., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
7227,"Luminar Technologies, Inc.","Luminar Technologies, Inc.","Luminar Technologies, Inc., an automotive technology company, provides sensor technologies and software for passenger cars and commercial trucks in North America, the Asia Pacific, Europe, and the Middle East. It operates in two segments, Autonomy Solutions and Components. The Autonomy Solutions segment designs, manufactures, and sells laser imaging, detection, and ranging sensors, as well as related perception and autonomy software solutions primarily for original equipment manufacturers in the automobile, commercial vehicle, robo-taxi, and adjacent industries. The Component segment develops ultra-sensitive pixel-based sensors. This segment also designs, tests, and provides consulting services for non-standard integrated circuits for use in automobile and aeronautics sector, as well as government spending in military and defense activities. The company was founded in 2012 and is headquartered in Orlando, Florida.","Luminar Technologies, Inc., an automotive technology company, provides sensor technologies and software for passenger cars and commercial trucks in North America, the Asia Pacific, Europe, and the Middle East. It operates in two segments, Autonomy Solutions and Components. The Autonomy Solutions segment designs, manufactures, and sells laser imaging, detection, and ranging sensors, as well as related perception and autonomy software solutions primarily for original equipment manufacturers in the automobile, commercial vehicle, robo-taxi, and adjacent industries. The Component segment develops ultra-sensitive pixel-based sensors. This segment also designs, tests, and provides consulting services for non-standard integrated circuits for use in automobile and aeronautics sector, as well as government spending in military and defense activities. The company was founded in 2012 and is headquartered in Orlando, Florida.",2020-12-03,Auto Parts,https://www.luminartech.com,500,31944000,Mr. Austin  Russell,NA,407 900 5259,NA,2603 Discovery Drive,"Orlando, FL, US",32826,https://www.luminartech.com,https://www.luminartech.com,https://financialmodelingprep.com/image-stock/LAZR.png,"#Luminar Technologies, Inc., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
